,station_name,station_id,lat,lng,_merge
688,Flushing Ave & Vanderbilt Ave,4762.05,40.69795031569544,-73.97077560424805,both
689,Cypress Ave & George St,4765.07,40.69812,-73.90271,both
690,Park Ave & Marcus Garvey Blvd,4768.02,40.698616266,-73.941581011,right_only
691,Park Ave & Marcus Garvey Blvd,4768.02,40.698617,-73.941342,left_only
692,Irving Ave & Palmetto St,4775.01,40.698,-73.9127,both
693,Concord St & Bridge St,4781.03,40.69766564,-73.98476437,left_only
694,Concord St & Bridge St,4781.03,40.697676182,-73.984828353,right_only
695,Nassau St & Duffield St,4781.05,40.698477,-73.98384,both
696,Greene Av & Myrtle Av,4784.02,40.698568,-73.918877,both
697,Clark St & Henry St,4789.03,40.69760127,-73.99344559,both
698,Central Ave & Starr Street,4792.03,40.700003,-73.92834,both
699,Forest Ave & Summerfield St,4798.02,40.69922,-73.89795,left_only
700,Forest Ave & Summerfield St,4798.02,40.699138522,-73.897803664,right_only
701,Stephen St & Seneca Ave,4798.10,40.6988,-73.9007,both
702,Melrose St & Broadway,4801.04,40.697485089,-73.93576467,right_only
703,Melrose St & Broadway,4801.04,40.697481,-73.935877,left_only
704,Dock 72 Way & Market St,4804.02,40.69985,-73.97141,both
705,Madison St & Cypress Ave,4807.02,40.70068,-73.90742,both
706,Nassau St & Navy St,4812.02,40.69839895,-73.98068914,both
707,Sands St Gate,4812.04,40.699569,-73.979827,both
708,Myrtle Ave & Linden St,4816.02,40.69943,-73.91337,left_only
709,Myrtle Ave & Linden St,4816.02,40.699447036,-73.913169503,right_only
710,Myrtle Ave & Grove St,4816.05,40.69905,-73.91516,both
711,Union Ave & Wallabout St,4818.03,40.700200438,-73.950303912,right_only
712,Union Ave & Wallabout St,4818.03,40.70029511,-73.95032283,left_only
713,Sands St & Jay St,4821.03,40.700150371,-73.986144662,right_only
714,Sands St & Jay St,4821.03,40.700119,-73.9862,left_only
715,Cadman Plaza E & Red Cross Pl,4821.06,40.69991755,-73.98971773,left_only
716,Cadman Plaza E & Red Cross Pl,4821.06,40.699809074,-73.989716649,right_only
717,Adams St & Prospect St,4821.10,40.700763083261506,-73.98869812488556,left_only
718,Adams St & Prospect St,4821.10,40.701089501,-73.988634706,right_only
719,Stockholm St & Wilson Ave,4824.03,40.699304,-73.923044,both
720,Columbia Heights & Cranberry St,4829.01,40.70037867,-73.99548059,left_only
721,Columbia Heights & Cranberry St,4829.01,40.700379,-73.995481,right_only
722,61 St & 60 Ln,4830.02,40.70055,-73.8943,both
723,Central Ave & Melrose St,4832.07,40.70112,-73.93039,both
724,Centre St & Seneca Ave,4837.03,40.69969,-73.9022,both
725,Beaver St & Fayette St,4840.06,40.70099,-73.93921,both
726,5 St & Market St,4843.01,40.699997484388504,-73.97440128028393,both
727,South St & Whitehall St,4846.01,40.70122128,-74.01234218,both
728,Wyckoff Ave & Gates Ave,4847.03,40.699871408829885,-73.91171872615814,both
729,Tompkins Ave & Hopkins St,4850.04,40.69957608,-73.94708417,both
730,Bridge St & York St,4853.06,40.70133448066992,-73.98471236228943,both
731,Irving Ave & Harman St,4856.05,40.70108,-73.9179,both
732,Henry St & Middagh St,4861.05,40.7003,-73.991581,both
733,Myrtle Ave & 65 St,4862.04,40.701250792,-73.890410542,right_only
734,Myrtle Ave & 65 St,4862.04,40.70117,-73.8904,left_only
735,Cooper Ave & 65 Pl,4862.07,40.699534893,-73.888722181,right_only
736,Cooper Ave & 65 Pl,4862.07,40.69953,-73.88873,left_only
737,Wilson Ave & Troutman St,4864.09,40.70166,-73.92754,left_only
738,Wilson Ave & Troutman St,4864.09,40.70167315,-73.927502871,right_only
739,71 Ave & Myrtle Ave,4871.02,40.70067,-73.89907,left_only
740,71 Ave & Myrtle Ave,4871.02,40.700490117,-73.89889729,right_only
741,Evergreen Ave & Noll St,4873.08,40.70106,-73.93318,both
742,Madison St & Seneca Ave,4880.11,40.70183,-73.90625,both
743,Broadway & Whipple St,4883.03,40.7016657,-73.9437303,both
744,Bus Slip & State St,4889.06,40.701907,-74.013942,both
745,Menahan St & Wyckoff Ave,4890.11,40.70113,-73.91422,both
746,Front St & Jay St,4895.03,40.702461,-73.986842,both
747,Jay St & York St,4895.09,40.70140317257725,-73.98672670125961,both
748,Pearl St & York St,4895.15,40.70140463410644,-73.98768022656441,both
749,Irving Ave & DeKalb Ave,4898.02,40.7027,-73.92095,both
750,Old Fulton St,4903.08,40.70277159,-73.99383605,both
751,Dock St & Front St,4903.09,40.702645898,-73.992456079,right_only
752,Dock St & Front St,4903.09,40.702709,-73.99253,left_only
753,Cypress Hills St & Otto Rd,4904.03,40.70204,-73.89288,left_only
754,Cypress Hills St & Otto Rd,4904.03,40.702080607,-73.892850518,right_only
755,George St & Wilson Ave,4906.07,40.702997,-73.92997,both
756,Catalpa Ave & Woodward Ave,4912.10,40.70229,-73.90145,left_only
757,Catalpa Ave & Woodward Ave,4912.10,40.702442169,-73.901653171,right_only
758,Bushwick Ave & Forrest St,4914.03,40.70076,-73.93641,both
759,South St & Broad St,4920.13,40.701942444,-74.010871053,right_only
760,South St & Broad St,4920.13,40.70188858913366,-74.01089876890182,left_only
761,Cypress Ave & Palmetto St,4921.04,40.701573408737914,-73.90876293182373,both
762,Front St & Gold St,4927.04,40.70224,-73.982578,both
763,Wyckoff Av & Stanhope St,4931.05,40.703545,-73.917775,both
764,Main St & Plymouth St,4936.21,40.703738451,-73.990574121,right_only
765,Main St & Plymouth St,4936.21,40.703781673548306,-73.99073392152786,left_only
766,Suydam St & Knickerbocker Ave,4939.07,40.702013,-73.923769,left_only
767,Suydam St & Knickerbocker Ave,4939.07,40.702114344,-73.923671246,right_only
768,Fresh Pond Rd & 69 Ave,4945.06,40.703138471,-73.895497441,right_only
769,Fresh Pond Rd & 69 Ave,4945.06,40.70311,-73.89547,left_only
770,Central Ave & Flushing Ave,4947.04,40.702761889,-73.933166265,right_only
771,Central Ave & Flushing Ave,4947.04,40.702831,-73.9333,left_only
772,South St & Gouverneur Ln,4953.04,40.703554,-74.006702,right_only
773,South St & Gouverneur Ln,4953.04,40.70355377,-74.00670227,left_only
774,Madison St & Woodward Ave,4954.07,40.70408,-73.90408,left_only
775,Madison St & Woodward Ave,4954.07,40.704154968,-73.904042244,right_only
776,Humboldt St & Varet St,4956.02,40.7031724,-73.940636,both
777,Broadway & Battery Pl,4962.01,40.70463334,-74.01361706,left_only
778,Broadway & Battery Pl,4962.01,40.704633,-74.013617,right_only
779,Whitehall St & Bridge St,4962.02,40.703661705241345,-74.0131813287735,both
780,Broad St & Bridge St,4962.08,40.70365182,-74.01167797,both
781,Menahan St & Seneca Ave,4963.13,40.70461,-73.91054,left_only
782,Menahan St & Seneca Ave,4963.13,40.70464325,-73.910511136,right_only
783,Lorimer St & Broadway,4965.01,40.70411791,-73.94818595,left_only
784,Lorimer St & Broadway,4965.01,40.704118,-73.948186,right_only
785,Bridge St & Water St,4968.03,40.70296934155272,-73.98469090461731,both
786,Hart St & Wyckoff Ave,4971.01,40.704876,-73.919911,left_only
787,Hart St & Wyckoff Ave,4971.01,40.704886436,-73.919888973,right_only
788,65 St & Otto Rd,4977.03,40.70389,-73.89116,both
789,Knickerbocker Ave & George St,4979.07,40.704409122,-73.928185344,right_only
790,Knickerbocker Ave & George St,4979.07,40.704425,-73.92836,left_only
791,60 Pl & 67 Ave,4985.09,40.705052137,-73.899586201,right_only
792,60 Pl & 67 Ave,4985.09,40.70497,-73.89965,left_only
793,White St & Moore St,4987.06,40.704508,-73.9351,both
794,Railroad Ave & Kay Ave,4990.02,40.70514807698391,-73.97078096866608,left_only
795,Railroad Ave & Kay Ave,4990.02,40.705418944,-73.970937252,right_only
796,Pearl St & Hanover Square,4993.02,40.7047177,-74.00926027,both
797,Old Slip & South St,4993.13,40.70336686695866,-74.007867872715,both
798,Water St & Gouverneur Ln,4993.15,40.70469667894968,-74.00803416967392,left_only
799,Water St & Gouverneur Ln,4993.15,40.704970956,-74.0077281,right_only
800,Onderdonk Ave & Gates Ave,4994.10,40.70411551,-73.907351971,right_only
801,Onderdonk Ave & Gates Ave,4994.10,40.70413,-73.90737,left_only
802,McKibbin St & Manhattan Ave,4996.08,40.70510918,-73.94407279,both
803,Little West St & 1 Pl,5001.08,40.70569254,-74.01677685,both
804,Harman St & Seneca Ave,5002.09,40.70577,-73.91292,both
805,Boerum St & Broadway,5004.02,40.70538077,-73.94976519,left_only
806,Boerum St & Broadway,5004.02,40.705387712,-73.949806094,right_only
807,Willoughby Ave & Wyckoff Ave,5010.02,40.705614,-73.92153,both
808,Knickerbocker Ave & Thames St,5018.06,40.70539,-73.92976,both
809,Kent Ave & Division Ave,5021.05,40.706563674670925,-73.9683187007904,both
810,Water St &  Fletcher St,5024.10,40.706410755236135,-74.00559738278389,both
811,Madison St & Forest Ave,5025.02,40.70555,-73.90245,left_only
812,Madison St & Forest Ave,5025.02,40.705411673,-73.902534127,right_only
813,Bushwick Ave & McKibbin St,5027.02,40.705649376,-73.939308524,right_only
814,Bushwick Ave & McKibbin St,5027.02,40.705517,-73.93936,left_only
815,Broadway & Morris St,5033.01,40.706055284,-74.013111711,right_only
816,Broadway & Morris St,5033.01,40.705945132708806,-74.01321887969969,left_only
817,Menahan St & Onderdonk Ave,5034.03,40.70553,-73.9096,both
818,Leonard St & Boerum St,5036.06,40.70583339,-73.94644578,left_only
819,Leonard St & Boerum St,5036.06,40.705855608,-73.946506858,right_only
820,Suydam St & St. Nicholas Ave,5043.06,40.706398845,-73.919400573,right_only
821,Suydam St & St. Nicholas Ave,5043.06,40.70636,-73.91945,left_only
822,Division Ave & Hooper St,5045.05,40.707000136,-73.954332352,right_only
823,Division Ave & Hooper St,5045.05,40.70684203101325,-73.9544353965357,left_only
824,Wyckoff Av & Jefferson St,5051.01,40.707165,-73.923711,left_only
825,Wyckoff Av & Jefferson St,5051.01,40.707300186,-73.923929811,right_only
826,Irving Ave & Jefferson St,5051.02,40.70538,-73.92535,both
827,67 Ave & Fresh Pond Rd,5057.07,40.70575,-73.89676,both
828,64 St & Woodbine St,5057.09,40.70809,-73.89549,both
829,McKibbin St & Bogart St,5059.02,40.706237,-73.933871,both
830,John St & William St,5065.04,40.70862144,-74.00722156,both
831,Maiden Ln & Pearl St,5065.10,40.70706456,-74.00731853,both
832,William St & Pine St,5065.12,40.70717936,-74.00887308,both
833,Cliff St & Fulton St,5065.14,40.70838,-74.00495,left_only
834,Cliff St & Fulton St,5065.14,40.708325863,-74.005043983,right_only
835,Fairview Ave & Linden St,5066.03,40.70694,-73.90632,both
836,Montrose Ave & Bushwick Ave,5068.02,40.70767788,-73.94016171,left_only
837,Montrose Ave & Bushwick Ave,5068.02,40.707750797,-73.940396667,right_only
838,Greenwich St & Rector St,5073.07,40.70806582380646,-74.0135595202446,left_only
839,Greenwich St & Rector St,5073.07,40.708188653,-74.013488889,right_only
840,Woodward Ave & Harman St,5074.08,40.70793,-73.91092,both
841,Scholes St & Lorimer St,5076.04,40.71,-73.95,both
842,Jefferson St & Cypress Ave,5082.08,40.70902729,-73.921582341,right_only
843,Jefferson St & Cypress Ave,5082.08,40.70907,-73.92157,left_only
844,Division Ave & Marcy Ave,5084.03,40.707135201,-73.957983017,right_only
845,Division Ave & Marcy Ave,5084.03,40.70708701,-73.95796783,left_only
846,Harrison Pl & Porter Ave,5090.06,40.70686,-73.92851,both
847,Bedford Ave & S 9 St,5093.01,40.70853074,-73.96408963,left_only
848,Bedford Ave & S 9 St,5093.01,40.708547592,-73.964120984,right_only
849,Peck Slip & South St,5096.12,40.7075188830923,-74.00108054280281,left_only
850,Peck Slip & South St,5096.12,40.707785606,-74.00132668,right_only
851,60 Pl & Linden St,5097.02,40.70886,-73.90182,both
852,Waterbury St & Stagg St,5099.02,40.710101843,-73.937397361,right_only
853,Waterbury St & Stagg St,5099.02,40.71019,-73.93734,left_only
854,White St & Johnson Ave,5099.03,40.707132101,-73.935809255,right_only
855,White St & Johnson Ave,5099.03,40.707174,-73.93581,left_only
856,Liberty St & Broadway,5105.01,40.70905623,-74.01043382,both
857,Greene Ave & Grandview Ave,5106.04,40.709697,-73.907856,both
858,Scholes St & Manhattan Ave,5108.01,40.70870368,-73.9448625,both
859,West Thames St,5114.06,40.70834698,-74.01713445,left_only
860,West Thames St,5114.06,40.708354831,-74.017213106,right_only
861,South End Ave & Albany St,5114.08,40.71,-74.02,both
862,Onderdonk Ave & Dekalb Ave,5115.01,40.708603978,-73.9151721,right_only
863,Onderdonk Ave & Dekalb Ave,5115.01,40.70863,-73.91497,left_only
864,Willoughby Ave & Onderdonk Ave,5115.05,40.7098,-73.91727,left_only
865,Willoughby Ave & Onderdonk Ave,5115.05,40.709765553,-73.917288423,right_only
866,Stagg St & Union Ave,5117.05,40.708785295,-73.950986147,right_only
867,Stagg St & Union Ave,5117.05,40.70877084,-73.95095259,left_only
868,Stewart Ave & Johnson Ave,5123.07,40.70869,-73.92587,both
869,S 5 Pl & S 5 St,5125.03,40.710451,-73.960876,both
870,Broadway & Roebling St,5125.07,40.70924826276157,-73.96063148975372,both
871,Catherine St & Monroe St,5128.04,40.71117444,-73.99682619,both
872,Palmetto St & Traffic Ave,5129.01,40.70929,-73.89441,both
873,Broadway & Kent Ave,5134.09,40.71,-73.97,both
874,Spruce St & Nassau St,5137.10,40.71146364,-74.00552427,both
875,Fulton St & William St,5137.11,40.70960089363537,-74.00655090808868,both
876,Spruce St & Gold St,5137.13,40.710485578,-74.004839778,right_only
877,Spruce St & Gold St,5137.13,40.7103231,-74.0043228,left_only
878,60 Pl & Bleecker St,5138.03,40.71,-73.9,both
879,Bushwick Ave & Stagg St,5140.06,40.709897,-73.94008,both
880,Albany St & Greenwich St,5145.02,40.709416389,-74.013260245,right_only
881,Albany St & Greenwich St,5145.02,40.709267,-74.013247,left_only
882,Stanhope St & Fairview Ave,5146.03,40.70998,-73.91116,both
883,Leonard St & Maujer St,5148.03,40.7103685423523,-73.94705951213837,both
884,S 4 St & Rodney St,5156.05,40.70934,-73.95608,both
885,Pike St & Monroe St,5159.04,40.71173107,-73.99193043,both
886,South St & Pike St,5159.07,40.70991806921533,-73.99161100387573,left_only
887,South St & Pike St,5159.07,40.709991455,-73.991526961,right_only
888,Metropolitan Ave & 65 Ln,5160.01,40.71225,-73.89111,both
889,Broadway & Berry St,5164.05,40.71036129922581,-73.96530389785767,both
890,St James Pl & Pearl St,5167.06,40.71117416,-74.00016545,both
891,Grove St & Fresh Pond Rd,5168.04,40.71032,-73.89955,both
892,Stagg St & Morgan Ave,5170.01,40.710681,-73.93372,left_only
893,Stagg St & Morgan Ave,5170.01,40.710705757,-73.933824897,right_only
894,Fulton St & Broadway,5175.08,40.711066,-74.009447,both
895,Bleecker St & Forest Ave,5176.04,40.710795641,-73.905307531,right_only
896,Bleecker St & Forest Ave,5176.04,40.7107,-73.90525,left_only
897,Graham Ave & Grand St,5178.06,40.711863,-73.944024,both
898,Cherry St,5181.04,40.71219906,-73.97948148,left_only
899,Cherry St,5181.04,40.712281227,-73.979160547,right_only
900,West St & Liberty St,5184.08,40.711444,-74.014847,both
901,Hope St & Union Ave,5187.03,40.71167351,-73.95141312,both
902,Madison St & Clinton St,5190.07,40.71269042,-73.98776323,left_only
903,Madison St & Clinton St,5190.07,40.712231636,-73.987470746,right_only
904,Clinton St & Cherry St,5190.09,40.711471394469264,-73.98672603070736,left_only
905,Clinton St & Cherry St,5190.09,40.711465001,-73.986642599,right_only
906,S 4 St & Roebling St,5195.06,40.71,-73.96,both
907,Market St & Cherry St,5198.04,40.71076228,-73.99400398,both
908,65 Ln & Metropolitan Ave,5199.01,40.71,-73.89,both
909,S 4 St & Wythe Ave,5204.05,40.712862372,-73.965906739,right_only
910,S 4 St & Wythe Ave,5204.05,40.71285887,-73.96590294,left_only
911,Centre St & Chambers St,5207.01,40.71273266,-74.0046073,both
912,Powers St & Olive St,5210.01,40.713226199,-73.939033985,right_only
913,Powers St & Olive St,5210.01,40.71323,-73.93894,left_only
914,Barclay St & Church St,5216.04,40.71291224,-74.01020234,both
915,Vesey St & Church St,5216.06,40.71221958009051,-74.01047229766846,both
916,Amory Ct & Metropolitan Ave,5217.03,40.71301,-73.90968,both
917,Manhattan Ave & Devoe St,5219.05,40.71,-73.95,both
918,Flushing Ave & Woodward Ave,5225.02,40.71246,-73.91873,both
919,Metropolitan Ave & Flushing Ave,5225.04,40.713366389,-73.915656447,right_only
920,Metropolitan Ave & Flushing Ave,5225.04,40.71334,-73.91572,left_only
921,Rutgers St & Henry St,5230.02,40.71332151208186,-73.99009689688683,left_only
922,Rutgers St & Henry St,5230.02,40.713239193,-73.990244269,right_only
923,S 3 St & Bedford Ave,5235.05,40.71260486,-73.96264403,both
924,Driggs Ave & S 2 St,5235.10,40.71,-73.96,both
925,St James Pl & Oliver St,5238.05,40.71307916,-73.99851193,both
926,Metropolitan Ave & Vandervoort Ave,5241.02,40.71429,-73.93323,both
927,Reade St & Broadway,5247.10,40.71450451,-74.00562789,left_only
928,Reade St & Broadway,5247.10,40.714505,-74.005628,right_only
929,Eliot Ave & 60 Ln,5248.05,40.71391,-73.90299,both
930,Bushwick Ave & Powers St,5250.05,40.71247661,-73.94100005,left_only
931,Bushwick Ave & Powers St,5250.05,40.712548494,-73.941057205,right_only
932,53 St & Flushing Ave,5257.01,40.71435,-73.91405,left_only
933,53 St & Flushing Ave,5257.01,40.714333057,-73.91395545,right_only
934,Devoe St & Lorimer St,5259.06,40.71335226222875,-73.9491033554077,left_only
935,Devoe St & Lorimer St,5259.06,40.713410616,-73.949019551,right_only
936,Madison St & Montgomery St,5262.09,40.713126,-73.984844,both
937,Grand St & Havemeyer St,5267.08,40.71286844,-73.95698119,both
938,Roebling St & N 4 St,5267.09,40.71469,-73.95739,left_only
939,Roebling St & N 4 St,5267.09,40.714724898,-73.957343817,right_only
940,Pike St & E Broadway,5270.05,40.71406667,-73.99293911,both
941,Forsyth St & Canal St,5270.07,40.7158155,-73.99422366,both
942,Division St & Bowery,5270.08,40.714193,-73.996732,both
943,Market St & Henry St,5270.09,40.71310702305908,-73.99446353316307,left_only
944,Market St & Henry St,5270.09,40.713232875,-73.994445562,right_only
945,Metropolitan Ave & Stewart Ave,5273.01,40.71401,-73.92793,left_only
946,Metropolitan Ave & Stewart Ave,5273.01,40.714044929,-73.927784085,right_only
947,S 2 St & Kent Ave,5276.04,40.71,-73.97,both
948,Centre St & Worth St,5279.03,40.71494807,-74.00234482,both
949,Fresh Pond Rd & Eliot Ave,5280.02,40.71453,-73.90105,both
950,Devoe St & Morgan Ave,5282.02,40.713811,-73.93515,both
951,Park Pl & Church St,5288.08,40.71334184275907,-74.00935515761375,both
952,Warren St & W Broadway,5288.09,40.71473993,-74.00910627,both
953,Murray St & Greenwich St,5288.12,40.71485150526251,-74.01122331619263,both
954,56 St & Arnold Ave,5289.05,40.71484,-73.909,both
955,Graham Ave & Conselyea St,5291.05,40.714949012,-73.944524288,right_only
956,Graham Ave & Conselyea St,5291.05,40.715143,-73.944507,left_only
957,Henry St & Grand St,5294.04,40.714251041,-73.981201887,right_only
958,Henry St & Grand St,5294.04,40.714211,-73.981095,left_only
959,Vesey Pl & River Terrace,5297.02,40.7153379,-74.01658354,both
960,Metropolitan Ave & Meeker Ave,5300.05,40.714133,-73.952344,right_only
961,Metropolitan Ave & Meeker Ave,5300.05,40.71413311,-73.95234386,left_only
962,Union Ave & Jackson St,5300.06,40.7160751,-73.952029,both
963,Clinton St & Grand St,5303.06,40.71563077,-73.987067461,right_only
964,Clinton St & Grand St,5303.06,40.71559509,-73.9870295,left_only
965,Canal St & Rutgers St,5303.08,40.714379907,-73.989940643,right_only
966,Canal St & Rutgers St,5303.08,40.71427487,-73.98990025,left_only
967,Metropolitan Ave & Bedford Ave,5308.04,40.71534825,-73.96024116,both
968,60 Ave & Fresh Pond Rd,5321.08,40.71693,-73.90198,both
969,Sharon St & Olive St,5323.06,40.715341620424475,-73.93865078687668,both
970,Stanton St & Mangin St,5326.06,40.71782143,-73.97628939,both
971,West St & Chambers St,5329.03,40.717506051,-74.013200998,right_only
972,West St & Chambers St,5329.03,40.71754834,-74.01322069,left_only
973,Murray St & West St,5329.08,40.71503,-74.01246,left_only
974,Murray St & West St,5329.08,40.715125799,-74.012107968,right_only
975,Jackson St & Leonard St,5332.10,40.71638031973561,-73.94821286201477,both
976,Bialystoker Pl & Delancey St,5335.03,40.71622644,-73.98261206,left_only
977,Bialystoker Pl & Delancey St,5335.03,40.716336131,-73.982574701,right_only
978,Grand St & Samuel Dickstein Plaza,5335.07,40.71511871996496,-73.98417055606842,both
979,N 7 St & Driggs Ave,5340.01,40.72,-73.96,both
980,Allen St & Hester St,5342.10,40.71605866,-73.99190759,both
981,Orchard St & Grand St,5343.11,40.717318403855785,-73.99067759513855,both
982,Wythe Ave & Metropolitan Ave,5348.02,40.716887,-73.963198,both
983,Bayard St & Baxter St,5351.03,40.71602118,-73.99974372,both
984,Walker St & Baxter St,5351.07,40.717411,-73.999573,both
985,Morgan Ave & Maspeth Ave,5354.01,40.716480136,-73.936275959,right_only
986,Morgan Ave & Maspeth Ave,5354.01,40.716657,-73.93637,left_only
987,Hudson St & Reade St,5359.10,40.71625008,-74.0091059,left_only
988,Hudson St & Reade St,5359.10,40.716165781,-74.009446263,right_only
989,Leonard St & Church St,5359.11,40.717571,-74.005549,both
990,Duane St & Hudson St,5359.12,40.71703,-74.00925,both
991,Church St & Worth St,5359.13,40.71688538495366,-74.00650128722191,both
992,60 St & 60 Rd,5360.02,40.716050863,-73.90611279,right_only
993,60 St & 60 Rd,5360.02,40.71592232709503,-73.90601366758347,left_only
994,Withers St & Kingsland Ave,5362.08,40.71773,-73.94051,both
995,Columbia St & Rivington St,5365.02,40.71739973,-73.98016555,both
996,River Ter & Warren St,5368.03,40.71759894980997,-74.01587963104248,both
997,Grand Ave & 55 St,5369.01,40.71888,-73.91427,both
998,Frost St & Meeker Ave,5371.07,40.71766197083994,-73.94880026578903,left_only
999,Frost St & Meeker Ave,5371.07,40.717683554,-73.948860168,right_only
1000,Norfolk St & Broome St,5374.01,40.7172274,-73.98802084,left_only
1001,Norfolk St & Broome St,5374.01,40.717119098,-73.987880945,right_only
1002,Berry St & N 8 St,5379.09,40.7190095,-73.95852515,both
1003,N 6 St & Bedford Ave,5379.10,40.71745169,-73.95850939,both
1004,Grand St & Elizabeth St,5382.06,40.718822,-73.99596,left_only
1005,Grand St & Elizabeth St,5382.06,40.719059229,-73.996311903,right_only
1006,Forsyth St & Grand St,5382.07,40.71779817737835,-73.99316132068634,both
1007,Kent Ave & Grand St,5388.01,40.72,-73.97,both
1008,Lispenard St & Broadway,5391.06,40.71939226,-74.00247214,both
1009,63 St & 59 Dr,5392.04,40.718574882,-73.901341796,right_only
1010,63 St & 59 Dr,5392.04,40.71832,-73.90128,left_only
1011,Harrison St & Hudson St,5400.05,40.71870987,-74.0090009,both
1012,59 St & 59 Rd,5401.03,40.71790852734058,-73.908454477787,left_only
1013,59 St & 59 Rd,5401.03,40.717879295,-73.908455372,right_only
1014,Graham Ave & Withers St,5403.04,40.7169811,-73.94485918,both
1015,Graham Ave & Herbert St,5403.05,40.71929301,-73.94500379,both
1016,Rivington St & Ridge St,5406.02,40.718585134,-73.983119011,right_only
1017,Rivington St & Ridge St,5406.02,40.71850211,-73.98329859,left_only
1018,Pitt St & Stanton St,5406.04,40.71926081,-73.98178024,both
1019,Page Pl & Grand Ave,5409.02,40.718207002,-73.918133974,right_only
1020,Page Pl & Grand Ave,5409.02,40.71798,-73.91818,left_only
1021,Union Ave & N 12 St,5411.07,40.71924,-73.95242,left_only
1022,Union Ave & N 12 St,5411.07,40.719129801,-73.952387691,right_only
1023,Driggs Ave & N 9 St,5411.08,40.71816969454208,-73.95520135760307,both
1024,Allen St & Rivington St,5414.06,40.720347881,-73.98984158,right_only
1025,Allen St & Rivington St,5414.06,40.72019576,-73.98997825,left_only
1026,Delancey St & Eldridge St,5414.07,40.719340801,-73.991535544,right_only
1027,Delancey St & Eldridge St,5414.07,40.719383,-73.991479,left_only
1028,N 5 St & Wythe Ave,5419.04,40.72,-73.96,both
1029,Howard St & Lafayette St,5422.04,40.71910537,-73.99973337,both
1030,Lafayette St & Grand St,5422.09,40.72028,-73.99879,both
1031,Franklin St & W Broadway,5430.08,40.71911552,-74.00666661,left_only
1032,Franklin St & W Broadway,5430.08,40.71906805,-74.006618381,right_only
1033,6 Ave & Walker St,5430.10,40.7197920901383,-74.0052238852195,both
1034,60 Pl & Flushing Ave,5431.01,40.71988,-73.90556,left_only
1035,60 Pl & Flushing Ave,5431.01,40.719953418,-73.90559876,right_only
1036,Richardson St & N Henry St,5433.03,40.719149351,-73.942318201,right_only
1037,Richardson St & N Henry St,5433.03,40.71907891179564,-73.94223690032959,left_only
1038,Frost St & Debevoise Ave,5433.04,40.71882,-73.93948,both
1039,Avenue D & E 3 St,5436.09,40.72082834,-73.97793172,both
1040,E Houston St & Columbia St,5436.11,40.71978635452822,-73.97871628403664,left_only
1041,E Houston St & Columbia St,5436.11,40.719716072,-73.978648067,right_only
1042,57 St & Grand Ave,5440.05,40.71921,-73.9124,both
1043,Bayard St & Leonard St,5442.05,40.71915571696044,-73.94885390996933,both
1044,Manhattan Av & Leonard St,5442.09,40.72084,-73.94844,both
1045,Suffolk St & Stanton St,5445.02,40.72061038,-73.985250235,right_only
1046,Suffolk St & Stanton St,5445.02,40.72066442,-73.98517977,left_only
1047,Stanton St & Norfolk St,5445.07,40.720747,-73.986274,both
1048,N 10 St & Berry St,5450.01,40.72,-73.96,both
1049,N 12 St & Bedford Ave,5450.04,40.720881104,-73.954888821,right_only
1050,N 12 St & Bedford Ave,5450.04,40.72079821,-73.95484712,left_only
1051,Rivington St & Chrystie St,5453.01,40.72110063,-73.9919254,both
1052,Forsyth St & Broome St,5453.05,40.71917963,-73.99251318,right_only
1053,Forsyth St & Broome St,5453.05,40.71893904,-73.99266288,left_only
1054,Kenmare St & Elizabeth St,5453.06,40.72054,-73.9949,both
1055,N 5 St & Northside Piers,5458.02,40.72,-73.96,both
1056,N Moore St & Hudson St,5470.02,40.71996118117138,-74.00844320654869,both
1057,Greenwich St & Hubert St,5470.10,40.721319,-74.010065,both
1058,North Moore St & Greenwich St,5470.12,40.720192432,-74.010415196,right_only
1059,North Moore St & Greenwich St,5470.12,40.72019521437465,-74.0103006362915,left_only
1060,Grand Ave & 58 Ave,5471.04,40.720920444,-73.907170296,right_only
1061,Grand Ave & 58 Ave,5471.04,40.72098,-73.90701,left_only
1062,Engert Ave & McGuinness Blvd,5473.03,40.72158,-73.94546,both
1063,Monitor St & Meeker Ave,5473.06,40.72,-73.94,both
1064,E 2 St & Avenue C,5476.03,40.7208736,-73.98085795,both
1065,Driggs Ave & Lorimer St,5481.04,40.72179134,-73.9504154,left_only
1066,Driggs Ave & Lorimer St,5481.04,40.721791,-73.950415,right_only
1067,Allen St & Stanton St,5484.09,40.722055,-73.989111,both
1068,Kent Ave & N 7 St,5489.03,40.72036775298455,-73.96165072917938,left_only
1069,Kent Ave & N 7 St,5489.03,40.720669508,-73.961364269,right_only
1070,N 11 St & Kent Ave,5489.04,40.72248188638219,-73.95921930670738,left_only
1071,N 11 St & Kent Ave,5489.04,40.722406507,-73.958985567,right_only
1072,Cleveland Pl & Spring St,5492.05,40.721975803,-73.99714911,right_only
1073,Cleveland Pl & Spring St,5492.05,40.722103786686034,-73.99724900722504,left_only
1074,Grand St & Greene St,5500.02,40.72170005235607,-74.00238141417502,left_only
1075,Grand St & Greene St,5500.02,40.721741319,-74.002382159,right_only
1076,6 Ave & Canal St,5500.07,40.72243797,-74.00566443,left_only
1077,6 Ave & Canal St,5500.07,40.722440839,-74.005604029,right_only
