station_name,station_id,lat,lng,_merge
Wyckoff Ave & Cooper Ave,4615.01,40.69338,-73.90061,both
Lewis Ave & Kosciuszko St,4617.01,40.69237074,-73.93705428,both
Adelphi St & Myrtle Ave,4620.02,40.69308257,-73.97178913,both
Knickerbocker Ave & Halsey St,4623.02,40.693,-73.90824,left_only
Willoughby St & Fleet St,4628.05,40.69196566,-73.9813018,both
Myrtle Ave & Fleet Pl,4628.07,40.693534,-73.981909,both
Central Ave & Woodbine St,4632.10,40.69296,-73.91605,both
Willoughby Ave & Walworth St,4634.02,40.69331716,-73.95381995,both
Fulton St & Adams St,4637.06,40.692418292578466,-73.98949474096298,both
Bushwick Ave & Harman St,4640.01,40.69356,-73.92524,both
Henry St & Remsen St,4645.04,40.69400964865994,-73.99465128779411,both
Hicks St & Montague St,4645.09,40.69512845,-73.99595065,both
Malcolm X Blvd & DeKalb Ave,4648.03,40.6938,-73.93114,left_only
Clinton Ave & Myrtle Ave,4651.02,40.693261,-73.968896,left_only
Norman St & Wyckoff Ave,4654.01,40.69517,-73.90311,left_only
Pulaski St & Marcus Garvey Blvd,4656.03,40.6933982,-73.939877,left_only
Myrtle Ave & St Edwards St,4659.02,40.69327018,-73.97703874,both
Knickerbocker Ave & Hancock St,4663.02,40.69385,-73.90974,both
Putnam Ave & Knickerbocker Ave,4663.06,40.69545,-73.91164,both
Willoughby Ave & Tompkins Ave,4665.02,40.69425403,-73.94626915,left_only
Johnson St & Gold St,4668.08,40.694749,-73.983625,left_only
Menahan St & Central Ave,4672.01,40.69543,-73.9196,both
Cadman Plaza E & Tillary St,4677.01,40.69597683,-73.99014892,both
Montague St & Clinton St,4677.06,40.6942715,-73.9923272,left_only
Bushwick Ave & Dekalb Ave,4680.05,40.69502,-73.92825,left_only
Emerson Pl & Myrtle Ave,4683.02,40.69363137,-73.96223558,both
Cypress Ave & St Felix Ave,4687.03,40.69559,-73.89927,left_only
Suydam St & Broadway,4689.03,40.69544,-73.93223,both
Stuyvesant Ave & Hart St,4689.08,40.69465,-73.9343,both
Clermont Ave & Park Ave,4692.01,40.69573398,-73.97129668,left_only
Irving Ave & Halsey St,4695.04,40.69467,-73.90663,left_only
Throop Ave & Myrtle Ave,4697.01,40.69622937,-73.94371094,both
Park Ave & St Edwards St,4700.06,40.69608941,-73.97803415,left_only
Myrtle Ave & Marcy Ave,4707.03,40.69539817,-73.94954908,both
Nostrand Ave & Myrtle Ave,4707.04,40.69527008,-73.95238108,both
Central Ave & Himrod St,4713.01,40.69676,-73.92302,both
Franklin Ave & Myrtle Ave,4715.01,40.694546087246025,-73.95801365375519,both
Pierrepont St & Monroe Pl,4718.08,40.69535693320225,-73.99344027042389,both
St Felix Ave & 61 St,4719.04,40.69715,-73.8936,both
Cedar St & Evergreen Ave,4721.01,40.69671,-73.92807,left_only
Washington Ave & Park Ave,4724.03,40.69610226,-73.96751037,both
Summerfield St & Cypress Ave,4727.06,40.69662,-73.90056,left_only
Myrtle Ave & Lewis Ave,4729.01,40.69681963,-73.93756926,left_only
Carlton Ave & Park Ave,4732.04,40.69580705,-73.97355569,both
Carlton Ave & Flushing Ave,4732.08,40.697787,-73.973736,left_only
Putnam Ave & Wyckoff Ave,4735.03,40.69811,-73.90904,both
Hancock St & Wyckoff Ave,4735.16,40.6972,-73.90674,both
Linden St & Knickerbocker Ave,4743.04,40.69714,-73.91566,left_only
Clinton St & Tillary St,4748.07,40.69623297129315,-73.99142056703568,both
Cedar St & Myrtle Ave,4751.01,40.697842,-73.926241,left_only
Brooklyn Bridge Park - Pier 2,4756.04,40.698458,-73.997178,both
Seneca Ave & Decatur St,4757.06,40.69723,-73.89811,left_only
Willoughby Ave & Myrtle Ave,4759.02,40.69757,-73.93098,both
Clinton Ave & Flushing Ave,4762.04,40.69794,-73.96986848,both
Flushing Ave & Vanderbilt Ave,4762.05,40.69795031569544,-73.97077560424805,both
Cypress Ave & George St,4765.07,40.69812,-73.90271,both
Park Ave & Marcus Garvey Blvd,4768.02,40.698617,-73.941342,left_only
Irving Ave & Palmetto St,4775.01,40.698,-73.9127,both
Concord St & Bridge St,4781.03,40.69766564,-73.98476437,left_only
Nassau St & Duffield St,4781.05,40.698477,-73.98384,both
Greene Av & Myrtle Av,4784.02,40.698568,-73.918877,both
Clark St & Henry St,4789.03,40.69760127,-73.99344559,both
Central Ave & Starr Street,4792.03,40.700003,-73.92834,both
Forest Ave & Summerfield St,4798.02,40.69922,-73.89795,left_only
Stephen St & Seneca Ave,4798.10,40.6988,-73.9007,both
Melrose St & Broadway,4801.04,40.697481,-73.935877,left_only
Dock 72 Way & Market St,4804.02,40.69985,-73.97141,both
Madison St & Cypress Ave,4807.02,40.70068,-73.90742,both
Nassau St & Navy St,4812.02,40.69839895,-73.98068914,both
Sands St Gate,4812.04,40.699569,-73.979827,both
Myrtle Ave & Linden St,4816.02,40.69943,-73.91337,left_only
Myrtle Ave & Grove St,4816.05,40.69905,-73.91516,both
Union Ave & Wallabout St,4818.03,40.70029511,-73.95032283,left_only
Sands St & Jay St,4821.03,40.700119,-73.9862,left_only
Cadman Plaza E & Red Cross Pl,4821.06,40.69991755,-73.98971773,left_only
Adams St & Prospect St,4821.10,40.700763083261506,-73.98869812488556,left_only
Stockholm St & Wilson Ave,4824.03,40.699304,-73.923044,both
Columbia Heights & Cranberry St,4829.01,40.70037867,-73.99548059,left_only
61 St & 60 Ln,4830.02,40.70055,-73.8943,both
Central Ave & Melrose St,4832.07,40.70112,-73.93039,both
Centre St & Seneca Ave,4837.03,40.69969,-73.9022,both
Beaver St & Fayette St,4840.06,40.70099,-73.93921,both
5 St & Market St,4843.01,40.699997484388504,-73.97440128028393,both
South St & Whitehall St,4846.01,40.70122128,-74.01234218,both
Wyckoff Ave & Gates Ave,4847.03,40.699871408829885,-73.91171872615814,both
Tompkins Ave & Hopkins St,4850.04,40.69957608,-73.94708417,both
Bridge St & York St,4853.06,40.70133448066992,-73.98471236228943,both
Irving Ave & Harman St,4856.05,40.70108,-73.9179,both
Henry St & Middagh St,4861.05,40.7003,-73.991581,both
Myrtle Ave & 65 St,4862.04,40.70117,-73.8904,left_only
Cooper Ave & 65 Pl,4862.07,40.69953,-73.88873,left_only
Wilson Ave & Troutman St,4864.09,40.70166,-73.92754,left_only
71 Ave & Myrtle Ave,4871.02,40.70067,-73.89907,left_only
Evergreen Ave & Noll St,4873.08,40.70106,-73.93318,both
Madison St & Seneca Ave,4880.11,40.70183,-73.90625,both
Broadway & Whipple St,4883.03,40.7016657,-73.9437303,both
Bus Slip & State St,4889.06,40.701907,-74.013942,both
Menahan St & Wyckoff Ave,4890.11,40.70113,-73.91422,both
Front St & Jay St,4895.03,40.702461,-73.986842,both
Jay St & York St,4895.09,40.70140317257725,-73.98672670125961,both
Pearl St & York St,4895.15,40.70140463410644,-73.98768022656441,both
Irving Ave & DeKalb Ave,4898.02,40.7027,-73.92095,both
Old Fulton St,4903.08,40.70277159,-73.99383605,both
Dock St & Front St,4903.09,40.702709,-73.99253,left_only
Cypress Hills St & Otto Rd,4904.03,40.70204,-73.89288,left_only
George St & Wilson Ave,4906.07,40.702997,-73.92997,both
Catalpa Ave & Woodward Ave,4912.10,40.70229,-73.90145,left_only
Bushwick Ave & Forrest St,4914.03,40.70076,-73.93641,both
South St & Broad St,4920.13,40.70188858913366,-74.01089876890182,left_only
Cypress Ave & Palmetto St,4921.04,40.701573408737914,-73.90876293182373,both
Front St & Gold St,4927.04,40.70224,-73.982578,both
Wyckoff Av & Stanhope St,4931.05,40.703545,-73.917775,both
Main St & Plymouth St,4936.21,40.703781673548306,-73.99073392152786,left_only
Suydam St & Knickerbocker Ave,4939.07,40.702013,-73.923769,left_only
Fresh Pond Rd & 69 Ave,4945.06,40.70311,-73.89547,left_only
Central Ave & Flushing Ave,4947.04,40.702831,-73.9333,left_only
South St & Gouverneur Ln,4953.04,40.70355377,-74.00670227,left_only
Madison St & Woodward Ave,4954.07,40.70408,-73.90408,left_only
Humboldt St & Varet St,4956.02,40.7031724,-73.940636,both
Broadway & Battery Pl,4962.01,40.70463334,-74.01361706,left_only
Whitehall St & Bridge St,4962.02,40.703661705241345,-74.0131813287735,both
Broad St & Bridge St,4962.08,40.70365182,-74.01167797,both
Menahan St & Seneca Ave,4963.13,40.70461,-73.91054,left_only
Lorimer St & Broadway,4965.01,40.70411791,-73.94818595,left_only
Bridge St & Water St,4968.03,40.70296934155272,-73.98469090461731,both
Hart St & Wyckoff Ave,4971.01,40.704876,-73.919911,left_only
65 St & Otto Rd,4977.03,40.70389,-73.89116,both
Knickerbocker Ave & George St,4979.07,40.704425,-73.92836,left_only
60 Pl & 67 Ave,4985.09,40.70497,-73.89965,left_only
White St & Moore St,4987.06,40.704508,-73.9351,both
Railroad Ave & Kay Ave,4990.02,40.70514807698391,-73.97078096866608,left_only
Pearl St & Hanover Square,4993.02,40.7047177,-74.00926027,both
Old Slip & South St,4993.13,40.70336686695866,-74.007867872715,both
Water St & Gouverneur Ln,4993.15,40.70469667894968,-74.00803416967392,left_only
Onderdonk Ave & Gates Ave,4994.10,40.70413,-73.90737,left_only
McKibbin St & Manhattan Ave,4996.08,40.70510918,-73.94407279,both
Little West St & 1 Pl,5001.08,40.70569254,-74.01677685,both
Harman St & Seneca Ave,5002.09,40.70577,-73.91292,both
Boerum St & Broadway,5004.02,40.70538077,-73.94976519,left_only
Willoughby Ave & Wyckoff Ave,5010.02,40.705614,-73.92153,both
Knickerbocker Ave & Thames St,5018.06,40.70539,-73.92976,both
Kent Ave & Division Ave,5021.05,40.706563674670925,-73.9683187007904,both
Water St &  Fletcher St,5024.10,40.706410755236135,-74.00559738278389,both
Madison St & Forest Ave,5025.02,40.70555,-73.90245,left_only
Bushwick Ave & McKibbin St,5027.02,40.705517,-73.93936,left_only
Broadway & Morris St,5033.01,40.705945132708806,-74.01321887969969,left_only
Menahan St & Onderdonk Ave,5034.03,40.70553,-73.9096,both
Leonard St & Boerum St,5036.06,40.70583339,-73.94644578,left_only
Suydam St & St. Nicholas Ave,5043.06,40.70636,-73.91945,left_only
Division Ave & Hooper St,5045.05,40.70684203101325,-73.9544353965357,left_only
Wyckoff Av & Jefferson St,5051.01,40.707165,-73.923711,left_only
Irving Ave & Jefferson St,5051.02,40.70538,-73.92535,both
67 Ave & Fresh Pond Rd,5057.07,40.70575,-73.89676,both
64 St & Woodbine St,5057.09,40.70809,-73.89549,both
McKibbin St & Bogart St,5059.02,40.706237,-73.933871,both
John St & William St,5065.04,40.70862144,-74.00722156,both
Maiden Ln & Pearl St,5065.10,40.70706456,-74.00731853,both
William St & Pine St,5065.12,40.70717936,-74.00887308,both
Cliff St & Fulton St,5065.14,40.70838,-74.00495,left_only
Fairview Ave & Linden St,5066.03,40.70694,-73.90632,both
Montrose Ave & Bushwick Ave,5068.02,40.70767788,-73.94016171,left_only
Greenwich St & Rector St,5073.07,40.70806582380646,-74.0135595202446,left_only
Woodward Ave & Harman St,5074.08,40.70793,-73.91092,both
Scholes St & Lorimer St,5076.04,40.71,-73.95,both
Jefferson St & Cypress Ave,5082.08,40.70907,-73.92157,left_only
Division Ave & Marcy Ave,5084.03,40.70708701,-73.95796783,left_only
Harrison Pl & Porter Ave,5090.06,40.70686,-73.92851,both
Bedford Ave & S 9 St,5093.01,40.70853074,-73.96408963,left_only
Peck Slip & South St,5096.12,40.7075188830923,-74.00108054280281,left_only
60 Pl & Linden St,5097.02,40.70886,-73.90182,both
Waterbury St & Stagg St,5099.02,40.71019,-73.93734,left_only
White St & Johnson Ave,5099.03,40.707174,-73.93581,left_only
Liberty St & Broadway,5105.01,40.70905623,-74.01043382,both
Greene Ave & Grandview Ave,5106.04,40.709697,-73.907856,both
Scholes St & Manhattan Ave,5108.01,40.70870368,-73.9448625,both
West Thames St,5114.06,40.70834698,-74.01713445,left_only
South End Ave & Albany St,5114.08,40.71,-74.02,both
Onderdonk Ave & Dekalb Ave,5115.01,40.70863,-73.91497,left_only
Willoughby Ave & Onderdonk Ave,5115.05,40.7098,-73.91727,left_only
Stagg St & Union Ave,5117.05,40.70877084,-73.95095259,left_only
Stewart Ave & Johnson Ave,5123.07,40.70869,-73.92587,both
S 5 Pl & S 5 St,5125.03,40.710451,-73.960876,both
Broadway & Roebling St,5125.07,40.70924826276157,-73.96063148975372,both
Catherine St & Monroe St,5128.04,40.71117444,-73.99682619,both
Palmetto St & Traffic Ave,5129.01,40.70929,-73.89441,both
Broadway & Kent Ave,5134.09,40.71,-73.97,both
Spruce St & Nassau St,5137.10,40.71146364,-74.00552427,both
Fulton St & William St,5137.11,40.70960089363537,-74.00655090808868,both
Spruce St & Gold St,5137.13,40.7103231,-74.0043228,left_only
60 Pl & Bleecker St,5138.03,40.71,-73.9,both
Bushwick Ave & Stagg St,5140.06,40.709897,-73.94008,both
Albany St & Greenwich St,5145.02,40.709267,-74.013247,left_only
Stanhope St & Fairview Ave,5146.03,40.70998,-73.91116,both
Leonard St & Maujer St,5148.03,40.7103685423523,-73.94705951213837,both
S 4 St & Rodney St,5156.05,40.70934,-73.95608,both
Pike St & Monroe St,5159.04,40.71173107,-73.99193043,both
South St & Pike St,5159.07,40.70991806921533,-73.99161100387573,left_only
Metropolitan Ave & 65 Ln,5160.01,40.71225,-73.89111,both
Broadway & Berry St,5164.05,40.71036129922581,-73.96530389785767,both
St James Pl & Pearl St,5167.06,40.71117416,-74.00016545,both
Grove St & Fresh Pond Rd,5168.04,40.71032,-73.89955,both
Stagg St & Morgan Ave,5170.01,40.710681,-73.93372,left_only
Fulton St & Broadway,5175.08,40.711066,-74.009447,both
Bleecker St & Forest Ave,5176.04,40.7107,-73.90525,left_only
Graham Ave & Grand St,5178.06,40.711863,-73.944024,both
Cherry St,5181.04,40.71219906,-73.97948148,left_only
West St & Liberty St,5184.08,40.711444,-74.014847,both
Hope St & Union Ave,5187.03,40.71167351,-73.95141312,both
Madison St & Clinton St,5190.07,40.71269042,-73.98776323,left_only
Clinton St & Cherry St,5190.09,40.711471394469264,-73.98672603070736,left_only
S 4 St & Roebling St,5195.06,40.71,-73.96,both
Market St & Cherry St,5198.04,40.71076228,-73.99400398,both
65 Ln & Metropolitan Ave,5199.01,40.71,-73.89,both
S 4 St & Wythe Ave,5204.05,40.71285887,-73.96590294,left_only
Centre St & Chambers St,5207.01,40.71273266,-74.0046073,both
Powers St & Olive St,5210.01,40.71323,-73.93894,left_only
Barclay St & Church St,5216.04,40.71291224,-74.01020234,both
Vesey St & Church St,5216.06,40.71221958009051,-74.01047229766846,both
Amory Ct & Metropolitan Ave,5217.03,40.71301,-73.90968,both
Manhattan Ave & Devoe St,5219.05,40.71,-73.95,both
Flushing Ave & Woodward Ave,5225.02,40.71246,-73.91873,both
Metropolitan Ave & Flushing Ave,5225.04,40.71334,-73.91572,left_only
Rutgers St & Henry St,5230.02,40.71332151208186,-73.99009689688683,left_only
S 3 St & Bedford Ave,5235.05,40.71260486,-73.96264403,both
Driggs Ave & S 2 St,5235.10,40.71,-73.96,both
St James Pl & Oliver St,5238.05,40.71307916,-73.99851193,both
Metropolitan Ave & Vandervoort Ave,5241.02,40.71429,-73.93323,both
Reade St & Broadway,5247.10,40.71450451,-74.00562789,left_only
Eliot Ave & 60 Ln,5248.05,40.71391,-73.90299,both
Bushwick Ave & Powers St,5250.05,40.71247661,-73.94100005,left_only
53 St & Flushing Ave,5257.01,40.71435,-73.91405,left_only
Devoe St & Lorimer St,5259.06,40.71335226222875,-73.9491033554077,left_only
Madison St & Montgomery St,5262.09,40.713126,-73.984844,both
Grand St & Havemeyer St,5267.08,40.71286844,-73.95698119,both
Roebling St & N 4 St,5267.09,40.71469,-73.95739,left_only
Pike St & E Broadway,5270.05,40.71406667,-73.99293911,both
Forsyth St & Canal St,5270.07,40.7158155,-73.99422366,both
Division St & Bowery,5270.08,40.714193,-73.996732,both
Market St & Henry St,5270.09,40.71310702305908,-73.99446353316307,left_only
Metropolitan Ave & Stewart Ave,5273.01,40.71401,-73.92793,left_only
S 2 St & Kent Ave,5276.04,40.71,-73.97,both
Centre St & Worth St,5279.03,40.71494807,-74.00234482,both
Fresh Pond Rd & Eliot Ave,5280.02,40.71453,-73.90105,both
Devoe St & Morgan Ave,5282.02,40.713811,-73.93515,both
Park Pl & Church St,5288.08,40.71334184275907,-74.00935515761375,both
Warren St & W Broadway,5288.09,40.71473993,-74.00910627,both
Murray St & Greenwich St,5288.12,40.71485150526251,-74.01122331619263,both
56 St & Arnold Ave,5289.05,40.71484,-73.909,both
Graham Ave & Conselyea St,5291.05,40.715143,-73.944507,left_only
Henry St & Grand St,5294.04,40.714211,-73.981095,left_only
Vesey Pl & River Terrace,5297.02,40.7153379,-74.01658354,both
Metropolitan Ave & Meeker Ave,5300.05,40.71413311,-73.95234386,left_only
Union Ave & Jackson St,5300.06,40.7160751,-73.952029,both
Clinton St & Grand St,5303.06,40.71559509,-73.9870295,left_only
Canal St & Rutgers St,5303.08,40.71427487,-73.98990025,left_only
Metropolitan Ave & Bedford Ave,5308.04,40.71534825,-73.96024116,both
60 Ave & Fresh Pond Rd,5321.08,40.71693,-73.90198,both
Sharon St & Olive St,5323.06,40.715341620424475,-73.93865078687668,both
Stanton St & Mangin St,5326.06,40.71782143,-73.97628939,both
West St & Chambers St,5329.03,40.71754834,-74.01322069,left_only
Murray St & West St,5329.08,40.71503,-74.01246,left_only
Jackson St & Leonard St,5332.10,40.71638031973561,-73.94821286201477,both
Bialystoker Pl & Delancey St,5335.03,40.71622644,-73.98261206,left_only
Grand St & Samuel Dickstein Plaza,5335.07,40.71511871996496,-73.98417055606842,both
N 7 St & Driggs Ave,5340.01,40.72,-73.96,both
Allen St & Hester St,5342.10,40.71605866,-73.99190759,both
Orchard St & Grand St,5343.11,40.717318403855785,-73.99067759513855,both
Wythe Ave & Metropolitan Ave,5348.02,40.716887,-73.963198,both
Bayard St & Baxter St,5351.03,40.71602118,-73.99974372,both
Walker St & Baxter St,5351.07,40.717411,-73.999573,both
Morgan Ave & Maspeth Ave,5354.01,40.716657,-73.93637,left_only
Hudson St & Reade St,5359.10,40.71625008,-74.0091059,left_only
Leonard St & Church St,5359.11,40.717571,-74.005549,both
Duane St & Hudson St,5359.12,40.71703,-74.00925,both
Church St & Worth St,5359.13,40.71688538495366,-74.00650128722191,both
60 St & 60 Rd,5360.02,40.71592232709503,-73.90601366758347,left_only
Withers St & Kingsland Ave,5362.08,40.71773,-73.94051,both
Columbia St & Rivington St,5365.02,40.71739973,-73.98016555,both
River Ter & Warren St,5368.03,40.71759894980997,-74.01587963104248,both
Grand Ave & 55 St,5369.01,40.71888,-73.91427,both
Frost St & Meeker Ave,5371.07,40.71766197083994,-73.94880026578903,left_only
Norfolk St & Broome St,5374.01,40.7172274,-73.98802084,left_only
Berry St & N 8 St,5379.09,40.7190095,-73.95852515,both
N 6 St & Bedford Ave,5379.10,40.71745169,-73.95850939,both
Grand St & Elizabeth St,5382.06,40.718822,-73.99596,left_only
Forsyth St & Grand St,5382.07,40.71779817737835,-73.99316132068634,both
Kent Ave & Grand St,5388.01,40.72,-73.97,both
Lispenard St & Broadway,5391.06,40.71939226,-74.00247214,both
63 St & 59 Dr,5392.04,40.71832,-73.90128,left_only
Harrison St & Hudson St,5400.05,40.71870987,-74.0090009,both
59 St & 59 Rd,5401.03,40.71790852734058,-73.908454477787,left_only
Graham Ave & Withers St,5403.04,40.7169811,-73.94485918,both
Graham Ave & Herbert St,5403.05,40.71929301,-73.94500379,both
Rivington St & Ridge St,5406.02,40.71850211,-73.98329859,left_only
Pitt St & Stanton St,5406.04,40.71926081,-73.98178024,both
Page Pl & Grand Ave,5409.02,40.71798,-73.91818,left_only
Union Ave & N 12 St,5411.07,40.71924,-73.95242,left_only
Driggs Ave & N 9 St,5411.08,40.71816969454208,-73.95520135760307,both
Allen St & Rivington St,5414.06,40.72019576,-73.98997825,left_only
Delancey St & Eldridge St,5414.07,40.719383,-73.991479,left_only
N 5 St & Wythe Ave,5419.04,40.72,-73.96,both
Howard St & Lafayette St,5422.04,40.71910537,-73.99973337,both
Lafayette St & Grand St,5422.09,40.72028,-73.99879,both
Franklin St & W Broadway,5430.08,40.71911552,-74.00666661,left_only
6 Ave & Walker St,5430.10,40.7197920901383,-74.0052238852195,both
60 Pl & Flushing Ave,5431.01,40.71988,-73.90556,left_only
Richardson St & N Henry St,5433.03,40.71907891179564,-73.94223690032959,left_only
Frost St & Debevoise Ave,5433.04,40.71882,-73.93948,both
Avenue D & E 3 St,5436.09,40.72082834,-73.97793172,both
E Houston St & Columbia St,5436.11,40.71978635452822,-73.97871628403664,left_only
57 St & Grand Ave,5440.05,40.71921,-73.9124,both
Bayard St & Leonard St,5442.05,40.71915571696044,-73.94885390996933,both
Manhattan Av & Leonard St,5442.09,40.72084,-73.94844,both
Suffolk St & Stanton St,5445.02,40.72066442,-73.98517977,left_only
Stanton St & Norfolk St,5445.07,40.720747,-73.986274,both
N 10 St & Berry St,5450.01,40.72,-73.96,both
N 12 St & Bedford Ave,5450.04,40.72079821,-73.95484712,left_only
Rivington St & Chrystie St,5453.01,40.72110063,-73.9919254,both
Forsyth St & Broome St,5453.05,40.71893904,-73.99266288,left_only
Kenmare St & Elizabeth St,5453.06,40.72054,-73.9949,both
N 5 St & Northside Piers,5458.02,40.72,-73.96,both
N Moore St & Hudson St,5470.02,40.71996118117138,-74.00844320654869,both
Greenwich St & Hubert St,5470.10,40.721319,-74.010065,both
North Moore St & Greenwich St,5470.12,40.72019521437465,-74.0103006362915,left_only
Grand Ave & 58 Ave,5471.04,40.72098,-73.90701,left_only
Engert Ave & McGuinness Blvd,5473.03,40.72158,-73.94546,both
Monitor St & Meeker Ave,5473.06,40.72,-73.94,both
E 2 St & Avenue C,5476.03,40.7208736,-73.98085795,both
Driggs Ave & Lorimer St,5481.04,40.72179134,-73.9504154,left_only
Allen St & Stanton St,5484.09,40.722055,-73.989111,both
Kent Ave & N 7 St,5489.03,40.72036775298455,-73.96165072917938,left_only
N 11 St & Kent Ave,5489.04,40.72248188638219,-73.95921930670738,left_only
Cleveland Pl & Spring St,5492.05,40.722103786686034,-73.99724900722504,left_only
Grand St & Greene St,5500.02,40.72170005235607,-74.00238141417502,left_only
6 Ave & Canal St,5500.07,40.72243797,-74.00566443,left_only
Fresh Pond Rd & Flushing Ave,5501.06,40.72155,-73.90295,both
Morgan Ave & Lombardy St,5503.01,40.72226,-73.93889,both
Ave D & E 8 St,5506.10,40.72368361,-73.97574813,left_only
E 6 St & Avenue D,5506.14,40.72228087,-73.97668709,left_only
Washington St & Laight St,5509.02,40.72231,-74.0106,left_only
57 Rd & 59 St,5510.02,40.72249,-73.90854,left_only
57 Rd & 58 St,5510.05,40.72235,-73.91215,left_only
E 2 St & Avenue B,5515.02,40.72217444,-73.98368779,both
E 4 St & Ave B,5515.08,40.723346832180155,-73.98265913128853,left_only
N 15 St & Wythe Ave,5520.09,40.724055,-73.955736,left_only
Stanton St & Chrystie St,5523.02,40.72229346,-73.99147535,both
Mercer St & Spring St,5532.01,40.72362738,-73.99949601,both
Laight St & Hudson St,5539.06,40.72185379,-74.00771779,both
56 Dr & 61 St,5540.06,40.72368,-73.90458,both
Driggs Ave & N Henry St,5542.04,40.72325,-73.94308,left_only
E 7 St & Ave C,5545.01,40.72412944090093,-73.97901266813278,left_only
E 5 St & Avenue C,5545.04,40.72299208,-73.97995466,left_only
58 St & 56 Dr,5548.01,40.72419,-73.91244,both
Bedford Ave & Nassau Ave,5550.05,40.72311651,-73.95212324,both
Leonard St & Nassau Ave,5550.09,40.7239567849954,-73.94984364509583,both
E 3 St & 1 Ave,5553.03,40.72467721,-73.98783413,left_only
E 2 St & Avenue A,5553.10,40.72307749068673,-73.98583620786667,left_only
Wythe Ave & N 13 St,5558.04,40.72,-73.96,both
Mott St & Prince St,5561.04,40.72317958,-73.99480012,left_only
Lafayette St & Jersey St,5561.06,40.72456089,-73.99565293,left_only
W Broadway & Spring St,5569.06,40.72494672359416,-74.00165855884552,both
West Broadway & Watts St,5569.07,40.72323,-74.00314,left_only
Grand Ave & Remsen Pl,5570.04,40.72353,-73.89967,both
Avenue D & E 12 St,5575.08,40.72580614,-73.97422494,both
Avenue D & E 10 St,5575.13,40.72506551015475,-73.97515833377838,left_only
Watts St & Greenwich St,5578.02,40.72405549,-74.00965965,both
56 Dr & 59 St,5579.02,40.72403,-73.90853,left_only
55 Dr & Maurice Ave,5579.04,40.7261,-73.90917,left_only
Nassau Ave & Russell St,5581.01,40.72557,-73.94434,left_only
E 6 St & Avenue B,5584.04,40.72453734,-73.98185424,both
E 7 St & Ave B,5584.05,40.7251285241158,-73.98131668567657,both
E 1 St & 1 Ave,5593.01,40.72335597960796,-73.98864984512329,left_only
E 2 St & 2 Ave,5593.02,40.72502876,-73.99069656,both
E 4 St & 2 Ave,5593.04,40.7262807,-73.98978041,left_only
Greene St & Prince St,5602.06,40.72511734422387,-73.99930492043495,both
6 Ave & Broome St,5610.09,40.72431,-74.00473,both
63 St & Borden Ave,5611.05,40.73,-73.9,both
Kingsland Ave & Nassau Ave,5613.04,40.72577,-73.94173,both
E 9 St & Avenue C,5616.01,40.72521311,-73.97768752,both
E 12 St & Ave C,5616.08,40.727243,-73.976831,both
Nassau Ave & Newell St,5623.03,40.724812564400175,-73.94752621650696,both
E 5 St & Ave A,5626.06,40.72479007746337,-73.98430064320564,both
E 7 St & Avenue A,5626.07,40.72621788,-73.98379855,both
St Marks Pl & 1 Ave,5626.13,40.72779126,-73.98564945,left_only
1 Ave & E 6 St,5626.15,40.72633085971696,-73.98616880178452,left_only
Banker St & Meserole Ave,5633.04,40.72606,-73.95621,both
Great Jones St,5636.11,40.72743423,-73.99379025,left_only
E 1 St & Bowery,5636.13,40.72486122254819,-73.99213135242462,left_only
W Broadway & W Houston St,5644.05,40.726378,-74.000472,both
Spring St & Hudson St,5653.12,40.72583996792375,-74.0076532959938,left_only
N Henry St & Norman Ave,5656.03,40.73,-73.94,both
E 10 St & Avenue A,5659.05,40.72740794,-73.98142006,left_only
E 11 St & Avenue B,5659.11,40.72746420692392,-73.97950418293476,left_only
Meserole Ave & Manhattan Ave,5666.04,40.727086,-73.952991,left_only
Norman Ave & Leonard St,5666.11,40.73,-73.95,both
St Marks Pl & 2 Ave,5669.10,40.7284186,-73.98713956,left_only
E 6 St & 2 Ave,5669.12,40.727378693232225,-73.98840844631195,both
Mercer St & Bleecker St,5679.05,40.72706363348306,-73.99662137031554,left_only
MacDougal St & Prince St,5687.04,40.72710258,-74.00297088,left_only
King St & Varick St,5687.11,40.72789701409023,-74.00536268949507,left_only
64 St & 53 Dr,5688.02,40.72897,-73.90115,left_only
Pier 40 - Hudson River Park,5696.03,40.7277140777778,-74.01129573583603,left_only
Ave A & E 11 St,5703.13,40.72854745023944,-73.98175925016403,left_only
Calyer St & Guernsey St,5709.03,40.72755807335852,-73.95505852997303,both
Cooper Square & Astor Pl,5712.03,40.72951496224949,-73.99075269699097,left_only
E 5 St & Cooper Sq,5712.12,40.72769,-73.990993,both
Sullivan St & Washington Sq,5721.01,40.73047747,-73.99906065,both
Thompson St & Bleecker St,5721.07,40.72840059450829,-73.99968780577183,left_only
LaGuardia Pl & W 3 St,5721.14,40.72917025,-73.99810231,both
Greenwich St & W Houston St,5730.08,40.728846,-74.008591,both
Maurice Ave & 53 Dr,5731.03,40.73028,-73.90421,left_only
E 14 St & Avenue B,5736.09,40.72938685,-73.97772429,both
Calyer St & Jewel St,5743.02,40.72984,-73.94839,both
E 10 St & 2 Ave,5746.02,40.72970805644994,-73.9865979552269,left_only
E 11 St & 1 Ave,5746.14,40.72953837,-73.98426726,left_only
Milton St & Franklin St,5752.07,40.72906,-73.95779,both
