station_name,count_of_starts,trip_duration,est_trip_distance_miles,count_of_end_destinations
Amsterdam Ave & W 152 St,551.0,17.014882032667877,1.4627949183303086,558
Amsterdam Ave & W 156 St,402.0,14.297056384742953,1.3460945273631841,310
Amsterdam Ave & W 162 St,395.0,14.523502109704642,1.448759493670886,402
Amsterdam Ave & W 167 St,491.0,15.753394433129667,1.2956822810590631,493
Amsterdam Ave & W 172 St,462.0,16.347113997113997,1.2585497835497836,428
Amsterdam Ave & W 175 St,423.0,17.106028368794327,1.3191962174940899,402
Amsterdam Ave & W 180 St,259.0,18.78880308880309,1.426911196911197,218
Amsterdam Ave & W 183 St,317.0,14.374185068349107,1.148359621451104,298
Amsterdam Ave & W 186 St,170.0,15.475882352941177,1.237470588235294,177
Amsterdam Ave & W 189 St,267.0,23.170536828963797,1.047752808988764,246
Amsterdam Ave & W 66 St,2767.0,12.746084809059148,1.2487784604264547,2785
Amsterdam Ave & W 73 St,5864.0,12.42030752614825,1.205506480218281,5885
Amsterdam Ave & W 79 St,4839.0,14.606692154026316,1.3057243232072742,4886
Amsterdam Ave & W 82 St,3534.0,13.41004055838521,1.2990945104697227,3518
Anderson Ave & W 164 St,398.0,20.1643216080402,0.8420100502512563,401
Andrew Ave N & Hall of Fame Tce,89.0,15.710861423220974,1.1679775280898876,89
Andrews Ave S & W 179 St,205.0,15.318617886178862,1.0333658536585366,211
Anthony Ave & E 175 St,332.0,20.01812248995984,0.703644578313253,337
Anthony Ave & E Tremont Ave,842.0,19.920170229612033,0.6545130641330167,836
Apache,15.0,13.55,2.68,17
Aqueduct Ave & North St,91.0,13.726190476190474,0.9417582417582417,92
Aqueduct Ave & W 190 St,117.0,24.526638176638176,1.0657264957264958,100
Ash St & Manhattan Ave,583.0,13.889708404802745,1.3303430531732419,587
Ashland Pl & Dekalb Ave,1439.0,12.647567755385683,1.2790271021542738,1455
Astor Place,,,,1
Astoria Park S & Shore Blvd,1506.0,14.407669322709165,0.8810159362549801,1500
Atlantic Ave & Fort Greene Pl,2433.0,15.469167009179339,1.214977394163584,2438
Atlantic Ave & Furman St,3139.0,17.88675799086758,1.028098120420516,3170
Audobon Ave & W 179 St,429.0,17.184343434343432,1.3102097902097902,391
Audubon Ave & Fort George Ave,101.0,21.23531353135314,0.9836633663366336,106
Audubon Ave & W 192 St,128.0,16.749479166666667,1.109765625,131
Ave A & E 11 St,4390.0,10.67388382687927,0.8209772209567199,4411
Ave A & E 14 St,7380.0,8.526702800361337,0.7152967479674798,7383
Ave C & E 16 St,1629.0,11.043871495805197,1.0105770411295274,1643
Ave D & E 8 St,2120.0,11.137672955974843,0.8753632075471698,2140
Avenue D & E 10 St,1604.0,12.147204904405651,0.8776059850374065,1606
Avenue D & E 12 St,880.0,12.39100378787879,0.8769090909090909,893
Avenue D & E 3 St,2965.0,11.90089376053963,0.8950219224283305,2972
Bailey Ave & Sedgwick Ave,87.0,17.016858237547893,1.0322988505747126,87
Bailey Ave & W 193 St,79.0,22.847679324894514,0.938607594936709,80
Bainbridge Ave & Bedford Park Blvd,232.0,17.080028735632183,1.2016810344827586,236
Bainbridge Ave & E 193 St,184.0,10.039311594202898,0.5713586956521739,186
Bainbridge Ave & E 196 St,333.0,16.227077077077077,0.6664264264264264,336
Bainbridge Ave & E 198 St,300.0,19.16188888888889,0.6964333333333333,288
Bank St & Hudson St,2566.0,12.557469472590283,1.1021628994544037,2590
Bank St & Washington St,2620.0,13.956819338422392,1.2385725190839694,2642
Banker St & Meserole Ave,1251.0,13.913309352517985,1.2200239808153477,1255
Barclay St & Church St,1537.0,15.596877033181523,1.437495120364346,1544
Barrow St & Hudson St,3693.0,12.566666666666666,1.1399241808827512,3708
Barry St & Tiffany St,87.0,17.15919540229885,0.7468965517241379,92
Bay St & Court St,276.0,17.35090579710145,1.1317028985507247,291
Bayard St & Baxter St,2934.0,14.98095319245626,1.116196319018405,2948
Bayard St & Leonard St,1776.0,12.077186561561561,1.153918918918919,1826
Beaver St & Fayette St,1119.0,14.37831397080727,1.2749508489722967,1095
Beck St & Leggett Ave,439.0,12.783826879271071,0.9666287015945331,457
Bedford Ave & Bergen St,1419.0,13.824853182992719,1.5071247357293869,1434
Bedford Ave & Clarkson Ave,968.0,18.91484159779614,1.6951446280991735,980
Bedford Ave & Fenimore St,490.0,14.966156462585035,1.4266326530612243,490
Bedford Ave & Maple St,362.0,15.53328729281768,1.4554419889502763,367
Bedford Ave & Montgomery St,366.0,15.05856102003643,1.2560109289617487,366
Bedford Ave & Nassau Ave,2740.0,13.46094890510949,1.2374014598540146,2867
Bedford Ave & S 9 St,939.0,15.15131345402911,1.3563897763578276,971
Bedford Park Blvd & Paul Ave,154.0,17.46655844155844,0.8959090909090909,153
Bergen Ave,,,,1
Bergen Ave & E 152 St,540.0,10.010956790123457,0.7223888888888889,552
Bergen Ave & Sip Ave,,,,1
Bergen St & 4 Ave,2147.0,13.622651762148735,1.193702841173731,2171
Bergen St & Buffalo Ave,100.0,15.806333333333335,1.518,78
Bergen St & Flatbush Ave,2705.0,13.816666666666668,1.2418853974121997,2726
Bergen St & Kingston Ave,584.0,14.57839611872146,1.53625,571
Bergen St & Mother Gaston Blvd,132.0,17.510984848484846,1.5660606060606062,118
Bergen St & Saratoga Ave,105.0,18.847619047619048,1.5386666666666666,104
Bergen St & Smith St,2676.0,17.14351644245142,1.2274140508221225,2726
Bergen St & Troy Ave,174.0,18.117241379310347,1.8598850574712644,154
Bergen St & Vanderbilt Ave,4343.0,14.419606262951877,1.3294289661524292,4369
Berkeley Pl & 6 Ave,1381.0,13.254839488293507,1.002802317161477,1393
Berkeley Pl & 7 Ave,3258.0,12.110154491508082,1.0561878453038673,3284
Berry St & N 8 St,3141.0,13.738204393505253,1.2112193568927094,3220
Bialystoker Pl & Delancey St,1824.0,11.566392543859648,1.0009868421052632,1825
Bleecker St & Forest Ave,249.0,11.000468540829987,1.222008032128514,227
Bloomfield St & 15 St,,,,9
Boerum St & Broadway,1200.0,13.185291666666666,1.1919083333333333,1201
Bond St & Bergen St,1334.0,14.18924287856072,1.145,1354
Boone Ave & E 172 St,265.0,14.557672955974843,0.9704528301886793,261
Borden Ave & Review Ave,187.0,19.718894830659536,1.3575935828877006,188
Boston Rd & E 167 St,602.0,13.910714285714286,0.927890365448505,604
Boston Rd & Prospect Ave,645.0,14.987260981912144,0.7429147286821706,650
Botanical Sq & Webster Ave,375.0,17.78973333333333,1.1048,404
Bradhurst Ave & W 148 St,671.0,12.935966219572776,1.0332339791356184,665
Bradley Ave & Greenpoint Ave,242.0,13.622520661157026,1.255,240
Brevoort Pl & Bedford Ave,572.0,12.480244755244755,1.1975174825174826,569
Bridge St & Water St,1604.0,16.050841645885285,1.343503740648379,1625
Bridge St & York St,572.0,17.59137529137529,1.281013986013986,612
Broad St & Bridge St,1464.0,19.505248178506378,1.5775204918032786,1515
Broadway & 12 St,628.0,11.228317409766454,0.910015923566879,632
Broadway & 49 St,271.0,9.437330873308733,0.765239852398524,268
Broadway & 51 St,399.0,14.231411862990809,0.9046867167919799,400
Broadway & Battery Pl,2338.0,22.021948959224407,1.5780966638152267,2350
Broadway & Berry St,3190.0,13.179696969696968,1.2655862068965518,3209
Broadway & E 14 St,9657.0,11.695383314348831,0.9236367401884643,9651
Broadway & E 19 St,4779.0,11.717869847248378,0.9970391295250053,4812
Broadway & E 21 St,7203.0,11.744853996020177,1.0039608496459809,7238
Broadway & Ellwood St,237.0,14.527777777777779,1.0152742616033756,242
Broadway & Furman Ave,211.0,15.067061611374408,1.551563981042654,204
Broadway & Hancock St,467.0,15.373947180585295,1.543918629550321,469
Broadway & Kent Ave,2873.0,14.790822601229841,1.2523424991298295,2877
Broadway & Kosciuszko St,717.0,13.077777777777778,1.4259972105997212,691
Broadway & Madison St,768.0,14.020030381944444,1.5332942708333333,773
Broadway & Morris St,2087.0,18.32482830218815,1.5598466698610447,2112
Broadway & Moylan Pl,1282.0,16.26846073842954,1.3378549141965679,1295
Broadway & Roebling St,1912.0,13.448831938633194,1.0909466527196652,1931
Broadway & W 122 St,1146.0,16.074694589877836,1.568106457242583,1163
Broadway & W 131 St,1074.0,13.18314711359404,1.2664711359404097,1078
Broadway & W 133 St,899.0,16.29749721913237,1.4256729699666297,913
Broadway & W 138 St,752.0,14.467265070921986,1.3876861702127659,659
Broadway & W 142 St,664.0,17.003915662650602,1.5558734939759036,626
Broadway & W 153 St,298.0,17.100950782997764,1.5632214765100672,289
Broadway & W 155 St,716.0,21.062569832402232,1.7599301675977652,717
Broadway & W 160 St,713.0,17.18821879382889,1.5179943899018231,700
Broadway & W 165 St,337.0,18.695548961424333,2.0490504451038576,276
Broadway & W 168 St,784.0,17.274149659863944,1.767691326530612,679
Broadway & W 185 St,429.0,14.973465423465424,1.3303962703962704,438
Broadway & W 192 St,323.0,15.35077399380805,1.3263467492260064,339
Broadway & W 220 St,444.0,19.253453453453453,2.063355855855856,450
Broadway & W 25 St,9913.0,13.170244460136521,1.043030364168264,9956
Broadway & W 36 St,2879.0,12.895403496584462,1.0577908996179228,2659
Broadway & W 37 St,2138.0,15.594293732460242,1.1588493919550982,1386
Broadway & W 38 St,4700.0,13.107514184397163,1.0609489361702127,4610
Broadway & W 41 St,5363.0,13.791947914724345,0.9997520044751073,5353
Broadway & W 48 St,4925.0,14.747796954314719,1.0546294416243656,4949
Broadway & W 51 St,4100.0,13.482243902439023,1.0868146341463414,4109
Broadway & W 53 St,4642.0,13.73792546316243,1.0959177078845326,3657
Broadway & W 56 St,4339.0,14.923453944841361,1.1699608204655452,3452
Broadway & W 58 St,9342.0,17.606529651038322,1.1743031470777137,9095
Broadway & W 61 St,7359.0,16.42886941160484,1.2060674004620193,7424
Broadway & Whipple St,1169.0,13.27358140861135,1.3135072711719418,1195
Bronx Shore Comfort Station,284.0,25.656807511737092,1.1987323943661972,290
Brook Ave & E 138 St,583.0,7.873527730131503,0.5222469982847342,621
Brook Ave & E 141 St,371.0,12.007547169811321,0.6754986522911052,373
Brook Ave & E 148 St,357.0,13.235807656395892,0.7538095238095238,366
Brook Ave & E 157 St,444.0,11.972222222222223,0.6904729729729729,456
Brooklyn Ave & Dean St,664.0,15.029016064257029,1.546566265060241,673
Brooklyn Ave & Prospect Pl,613.0,13.830532898314301,1.3784176182707994,611
Brooklyn Bridge Park - Pier 2,1690.0,27.442199211045363,0.8918757396449704,1701
Buchanan Pl & Grand Ave,104.0,13.347435897435899,1.2278846153846155,107
Buffalo Ave & E New York Ave,310.0,19.601182795698925,1.5233548387096774,300
Buffalo Ave & St Johns Pl,76.0,26.007456140350875,1.3785526315789474,74
Bulova Ave & Brooklyn Queens Expressway W,502.0,12.664707835325366,0.8570717131474104,503
Bus Slip & State St,1643.0,25.748731994319332,1.6348874010955567,1691
Bushwick Ave & Dekalb Ave,738.0,14.289069557362241,1.576951219512195,652
Bushwick Ave & Forrest St,831.0,12.733874849578822,1.2314801444043322,826
Bushwick Ave & Furman Ave,280.0,14.328035714285713,1.42425,261
Bushwick Ave & Harman St,837.0,13.498068498606132,1.405005973715651,842
Bushwick Ave & Linden St,698.0,17.10642311365807,1.6059025787965617,705
Bushwick Ave & McKibbin St,559.0,12.84010137149672,1.2093023255813953,560
Bushwick Ave & Powers St,1371.0,13.005203014831025,1.2736834427425237,1352
Bushwick Ave & Stagg St,471.0,13.624168435951876,1.2867515923566877,475
Butler St & Court St,1032.0,13.624757751937985,1.094437984496124,1031
Cabrini Blvd & W 177 St,143.0,18.506993006993007,2.2013286713286715,145
Cadman Plaza E & Red Cross Pl,1538.0,16.29513437364543,1.1168400520156048,1563
Cadman Plaza E & Tillary St,1922.0,17.107466181061397,1.2138501560874089,1926
Calyer St & Guernsey St,813.0,12.67820828208282,1.1755842558425584,850
Calyer St & Jewel St,847.0,14.660015741833924,1.442219598583235,894
Cambridge Pl & Gates Ave,1526.0,13.998427260812582,1.3349868938401048,1535
Canal St & Rutgers St,6091.0,12.080917200240792,1.0245706780495814,6125
Carlton Ave & Flushing Ave,1476.0,13.972865853658536,1.2819715447154472,1489
Carlton Ave & Park Ave,1042.0,11.448144593730007,1.1042322456813818,1049
Carlton Ave & St Marks Ave,1685.0,12.530108803165183,1.2322551928783383,1694
Carmine St & 6 Ave,813.0,13.760619106191061,1.032410824108241,861
Carroll St & 5 Ave,1905.0,11.424015748031495,1.0246719160104987,1906
Carroll St & 6 Ave,1819.0,11.928761224115815,0.9723474436503574,1835
Carroll St & Bond St,1020.0,12.966503267973858,1.0806862745098038,1025
Carroll St & Columbia St,1356.0,13.788753687315634,1.0616519174041297,1358
Carroll St & Franklin Ave,556.0,15.401678657074342,1.3696942446043165,569
Carroll St & Rochester Ave,240.0,24.040833333333335,1.4589166666666666,251
Carroll St & Smith St,1974.0,12.455445795339411,1.126854103343465,1981
Carroll St & Utica Ave,189.0,16.60978835978836,1.212910052910053,188
Carroll St & Washington Ave,921.0,19.409192906261307,1.3927035830618892,929
Catalpa Ave & Woodward Ave,449.0,14.242093541202673,1.5193318485523384,451
Cathedral Pkwy & Broadway,2976.0,13.472379032258065,1.411266801075269,2982
Catherine St & Monroe St,1760.0,13.472130681818182,0.9423125,1763
Caton Ave & Argyle Rd,478.0,20.727126917712692,1.2660460251046024,485
Caton Ave & E 10 St,501.0,18.23373253493014,1.5214770459081837,522
Caton Ave & E 7 St,372.0,15.230555555555554,1.2279032258064515,376
Cauldwell Ave & E 158 St,338.0,12.94723865877712,0.767130177514793,366
Cauldwell Ave & E 161 St,916.0,19.999363173216885,0.5281113537117904,926
Cedar Ave & W Fordham Rd,131.0,12.250763358778626,0.7164885496183206,151
Cedar St & Evergreen Ave,499.0,15.17692050768203,1.3732865731462927,499
Cedar St & Myrtle Ave,744.0,15.776075268817204,1.3816532258064518,726
Center Blvd & 48 Ave,1177.0,18.207080147267064,1.022591333899745,1172
Center Blvd & 51 Ave,2083.0,18.916762682029127,0.9741286605856937,2093
Central Ave & Covert St,436.0,13.764220183486238,1.4474770642201835,436
Central Ave & Decatur St,359.0,14.745403899721449,1.423983286908078,347
Central Ave & Flushing Ave,580.0,13.252614942528735,1.234551724137931,566
Central Ave & Himrod St,619.0,12.618874528809908,1.3104846526655898,608
Central Ave & Melrose St,596.0,11.381068232662193,1.280486577181208,589
Central Ave & Starr Street,1020.0,14.78970588235294,1.3174215686274509,1016
Central Ave & Weirfield St,538.0,13.210192069392813,1.3297026022304832,542
Central Ave & Woodbine St,812.0,11.900862068965518,1.2430788177339902,803
Central Park North & Adam Clayton Powell Blvd,5534.0,22.67029273581496,1.3635200578243585,5536
Central Park S & 6 Ave,8373.0,28.033343285958836,1.139706198495163,8377
Central Park W & W 103 St,2463.0,18.09287454323995,1.3778562728380024,2488
Central Park W & W 91 St,4558.0,17.879303788211203,1.4004914436156208,4572
Central Park W & W 97 St,3951.0,18.3553404201468,1.346021260440395,3981
Central Park West & W 68 St,7337.0,19.74932533733133,1.2076979691972194,7404
Central Park West & W 72 St,6999.0,21.02935895604134,1.0929632804686382,7048
Central Park West & W 76 St,3985.0,21.12706398996236,1.15297365119197,4038
Central Park West & W 85 St,4965.0,18.642537764350454,1.28462638469285,4982
Centre St & Chambers St,5198.0,20.086885981787866,1.1445729126587147,5228
Centre St & Seneca Ave,220.0,17.252121212121214,1.7192272727272728,223
Centre St & Worth St,3202.0,15.83278159483656,1.1484946908182385,3216
Charlotte St & Boston Rd,366.0,16.15510018214936,0.5628142076502732,376
Chauncey St & Howard Ave,332.0,13.06777108433735,1.1698493975903614,326
Chauncey St & Malcolm X Blvd,339.0,11.47133726647001,1.1105309734513276,301
Chauncey St & Stuyvesant Ave,628.0,12.315074309978769,1.0655732484076432,616
Cherry St,1705.0,13.104242424242424,1.1983284457478007,1645
Chester Ave & 12 Ave,159.0,18.666981132075474,1.130754716981132,159
Christopher St & Greenwich St,6448.0,13.591059243176177,1.1744913151364764,6535
Church Ave & McDonald Ave,260.0,23.194166666666668,1.2377692307692307,289
Church Ave & Story St,326.0,26.577096114519428,1.4401840490797546,324
Church Sq Park - 5 St & Park Ave,,,,1
Church St & Worth St,1862.0,13.435562119584676,1.1363319011815252,1890
City Hall,,,,3
Clark St & Henry St,3514.0,13.503675773098083,1.0453471826977803,3523
Clarkson Ave & Nostrand Ave,286.0,24.013752913752914,1.557972027972028,307
Clarkson Ave & Utica Ave,177.0,32.423822975517886,1.7227118644067798,174
Classon Ave & St Marks Ave,1856.0,12.10376257183908,1.307893318965517,1869
Clay Ave & Claremont Pkwy,425.0,11.601764705882353,0.5146823529411765,440
Clay Ave & E 173 St,441.0,18.801927437641723,0.5788662131519274,435
Clermont Ave & Lafayette Ave,1736.0,12.06149193548387,1.2034504608294931,1778
Clermont Ave & Park Ave,979.0,13.199778685733742,1.2076200204290093,984
Cleveland Pl & Spring St,7362.0,14.45104591143711,1.1677152947568594,7398
Cliff St & Fulton St,2430.0,15.22781893004115,1.132522633744856,2493
Clinton Ave & Flushing Ave,717.0,16.18921431892143,1.3286750348675034,705
Clinton Ave & Myrtle Ave,3157.0,11.650126702565727,1.2057016154577131,3101
Clinton St & 4 Place,930.0,12.244892473118279,1.2106559139784947,954
Clinton St & Centre St,237.0,22.838537271448665,1.040632911392405,253
Clinton St & Cherry St,2573.0,12.793185645809043,1.0317683637776913,2590
Clinton St & Grand St,6673.0,11.03406014286428,0.9168110295219541,6670
Clinton St & Joralemon St,2720.0,11.390919117647059,1.0794411764705882,2698
Clinton St & Tillary St,2105.0,14.0684639746635,1.2815724465558196,2137
Clinton St & Union St,1715.0,10.92712342079689,1.0844314868804665,1736
Coffey St & Conover St,593.0,19.476587970770098,1.8318549747048902,671
Coffey St & Ferris St,494.0,21.436234817813766,1.6618016194331984,515
College Ave & E 169 St,680.0,17.746593137254905,0.48833823529411763,686
College Ave & E 170 St,614.0,17.542888165038004,0.5000814332247557,624
Columbia Heights & Cranberry St,1531.0,19.04180274330503,1.0595427824951014,1547
Columbia St & Degraw St,1066.0,14.746106941838649,1.0391838649155722,1080
Columbia St & Kane St,665.0,15.833157894736841,0.9435488721804511,670
Columbia St & Lorraine St,171.0,13.8953216374269,1.1205263157894738,235
Columbia St & Rivington St,1947.0,10.362874507789762,0.8480328710837186,1951
Columbia St & W 9 St,165.0,13.074949494949495,1.0916363636363637,190
Columbus Ave & W 103 St,1115.0,15.429865470852016,1.4188430493273543,941
Columbus Ave & W 72 St,5990.0,14.15050918196995,1.3005959933222035,6025
Columbus Ave & W 95 St,3866.0,12.992468529056733,1.2455250905328505,3897
Columbus Park - Clinton St & 9 St,,,,2
Columbus Pl & Atlantic Ave,161.0,13.613664596273294,1.362919254658385,161
Commerce St & Van Brunt St,470.0,15.359609929078013,1.3313617021276596,471
Concord St & Bridge St,1119.0,17.456464104855524,1.3166130473637176,1158
Concourse Village East & E 158 St,574.0,17.623809523809527,0.8334668989547038,574
Concourse Village West & E 156 St,326.0,15.852607361963189,0.9123312883435584,335
Congress St & Clinton St,1826.0,13.253723986856517,1.0542442497261775,1843
Congress St & Hicks St,999.0,13.461911911911912,0.9302902902902903,1002
Convent Ave & W 135 St,860.0,12.144147286821706,1.166232558139535,853
Convent Ave & W 151 St,275.0,14.56278787878788,1.4534545454545453,234
Cooper Ave & 65 Pl,113.0,33.96401179941003,2.1012389380530974,112
Cooper Square & Astor Pl,6306.0,12.028401522359658,0.9153885188709165,6411
Court St & Nelson St,1182.0,12.914170896785109,1.2337140439932317,1192
Court St & State St,3204.0,13.07239388264669,1.085330836454432,3225
Courtlandt Ave & E 149 St,533.0,10.176110068792996,0.875234521575985,513
Crescent St & 30 Ave,1705.0,11.317487781036167,1.0467683284457479,1714
Crescent St & 34 Ave,1135.0,11.005374449339207,1.0780088105726873,1136
Crescent St & 35 Ave,725.0,11.355241379310344,1.0706620689655173,739
Crescent St & Broadway,1659.0,11.884970865983526,1.0224472573839662,1653
Crescent St & Ditmars Blvd,578.0,11.421655132641291,0.8257266435986159,584
Creston Ave & E 178 St,303.0,17.345379537953793,1.0054785478547856,288
Creston Ave & E 181 St,303.0,12.977062706270628,0.8719801980198019,310
Crotona Park East & E 173 St,365.0,17.372328767123285,0.9430410958904109,374
Crotona Park North & Prospect Ave,383.0,19.74590948651001,1.238929503916449,389
Crown St & Rogers Ave,347.0,13.79462055715658,1.445792507204611,351
Cumberland St & Lafayette Ave,1941.0,12.440631976644342,1.1565327150953117,1942
Cypress Ave & George St,142.0,14.533215962441314,1.351056338028169,137
Cypress Ave & Palmetto St,273.0,16.735531135531136,1.4684249084249084,187
Cypress Ave & St Felix Ave,80.0,12.955833333333334,1.537125,77
Cypress Hills St & Otto Rd,132.0,14.426893939393938,1.4800757575757577,123
Dahill Rd & 12 Ave,345.0,17.248260869565215,1.2357971014492755,344
Davidson Ave & W Burnside Ave,261.0,15.175989782886335,0.8103831417624521,262
Dawson St & Intervale Ave,171.0,15.90916179337232,0.708654970760234,165
DeKalb Ave & Franklin Ave,1853.0,14.378278467350244,1.3829303831624393,1850
DeKalb Ave & Hudson Ave,1786.0,12.775839865621501,1.02505039193729,1820
DeKalb Ave & S Portland Ave,2376.0,14.086005892255892,1.2254419191919192,2374
DeKalb Ave & Vanderbilt Ave,2820.0,12.209379432624113,1.2715212765957447,2847
Dean St & Franklin Ave,2025.0,12.714732510288066,1.2481086419753087,2032
Dean St & Hoyt St,1247.0,15.42408446939321,1.2981074578989575,1280
Dean St & Rockaway Ave,86.0,14.768217054263566,1.481046511627907,65
Decatur Ave & Bedford Park Blvd,128.0,13.744270833333333,0.900234375,132
Decatur Ave & E 197 St,41.0,8.745121951219513,0.7368292682926829,39
Decatur Ave & Oliver Pl,63.0,7.440211640211641,0.6207936507936508,59
Decatur St & Saratoga Ave,294.0,16.117743764172335,1.659795918367347,290
Degraw St & 3 Ave,568.0,11.973532863849764,1.1559154929577464,580
Degraw St & Hoyt St,1103.0,13.58162586884255,1.0773617407071623,1110
Degraw St & Smith St,1531.0,12.93072066187677,1.1379621162638798,1534
Delancey St & Eldridge St,1512.0,14.579772927689596,1.1989814814814814,1515
Devoe St & Lorimer St,1784.0,11.775766068759342,1.0860874439461883,1787
Devoe St & Morgan Ave,713.0,13.91851332398317,1.2385834502103787,710
Dey St,,,,2
Ditmars Blvd & 19 St,726.0,13.099770431588611,0.8307162534435262,725
Ditmars Blvd & 43 St,849.0,12.8270514330585,0.7358421672555948,803
Ditmars Blvd & 48 St,289.0,12.532987312572088,0.8080276816608997,296
Ditmars Blvd & 73 St,171.0,13.179532163742689,0.873625730994152,187
Ditmars Blvd & 76 St,178.0,14.940355805243446,1.047247191011236,187
Ditmars Blvd & 79 St,529.0,18.041115311909262,1.214102079395085,540
Division Ave & Hooper St,1005.0,18.920132669983417,1.262049751243781,969
Division Ave & Marcy Ave,631.0,15.225699947173798,1.2733755942947702,635
Division St & Bowery,2867.0,12.702848505987676,1.06749215207534,2883
Dock 72 Way & Market St,1862.0,13.253687790905834,1.2220515574650914,1905
Dock St & Front St,1546.0,18.150679172056922,1.148764553686934,1538
Douglass St & 3 Ave,2059.0,13.357835518860288,1.149674599320058,2071
Douglass St & 4 Ave,1867.0,12.669425102660238,1.1490144617032674,1865
Driggs Ave & Lorimer St,2098.0,12.633190340006356,1.1057149666348904,2109
Driggs Ave & N 9 St,2495.0,12.510240480961924,1.1218797595190382,2661
Driggs Ave & N Henry St,2289.0,11.852133391582933,1.111568370467453,2237
Driggs Ave & S 2 St,1698.0,14.04434628975265,1.3900765606595995,1704
Duane St & Hudson St,2156.0,14.510899814471243,1.1854359925788498,2172
Duffield St & Willoughby St,2125.0,15.146376470588235,1.37816,2147
Dwight St & Van Dyke St,319.0,21.158777429467083,1.2580877742946708,341
Dyckman St & 10 Ave,145.0,21.05919540229885,1.5019310344827586,142
Dyckman St & Henshaw St,369.0,26.29638663053297,1.7726829268292683,366
Dyckman St & Staff St,482.0,28.14094052558783,1.5612863070539418,504
E 1 St & 1 Ave,5950.0,11.06593837535014,0.9048319327731092,5997
E 1 St & Bowery,3465.0,13.100947570947572,1.0687445887445888,3482
E 10 St & 2 Ave,4802.0,11.523368735249202,0.9533236151603498,4835
E 10 St & Avenue A,5615.0,11.041849213416443,0.8536438112199466,5782
E 102 St & 1 Ave,2291.0,12.485792230467045,0.983448275862069,2311
E 102 St & Park Ave,977.0,12.885226885022178,1.1252507676560901,985
E 103 St & Lexington Ave,1591.0,11.173339618688455,0.8314582023884349,1590
E 106 St & 1 Ave,1027.0,14.06390782213567,1.0986270691333981,1074
E 106 St & 2 Ave,1061.0,11.71335218347471,1.0426013195098964,1075
E 106 St & Lexington Ave,1342.0,13.386028315946348,0.9922876304023845,1340
E 106 St & Madison Ave,1509.0,13.759542743538768,1.113578528827038,1515
E 11 St & 1 Ave,4665.0,11.986856020007146,0.9452990353697749,4688
E 11 St & 3 Ave,4295.0,11.308777648428405,0.8370803259604191,4311
E 11 St & Avenue B,4031.0,9.610365500702885,0.8260654924336392,4090
E 114 St & 1 Ave,1102.0,13.58283424077435,1.105961887477314,1101
E 115 St & Lexington Ave,1346.0,12.088397721644379,0.9192570579494799,1339
E 115 St & Madison Ave,963.0,13.463568708895812,1.0038006230529595,960
E 116 St & 2 Ave,975.0,11.821094017094017,1.1797538461538462,974
E 117 St & 1 Ave,1254.0,12.211749069643806,1.2233094098883572,1273
E 118 St & 3 Ave,1185.0,14.096455696202531,1.2206919831223628,1194
E 118 St & Madison Ave,1269.0,11.289821381665353,1.0609613869188337,1286
E 118 St & Park Ave,588.0,12.176643990929705,1.0421598639455782,593
E 12 St & 3 Ave,3538.0,9.811206896551726,0.7948530243075184,3559
E 12 St & Ave C,2378.0,11.063393608074012,0.852228763666947,2397
E 123 St & Lexington Ave,996.0,11.46673360107095,0.9412650602409639,988
E 128 St & 3 Ave,215.0,15.512403100775193,1.278093023255814,215
E 128 St & Madison Ave,852.0,12.702230046948356,1.0166079812206572,865
E 13 St & 2 Ave,5440.0,12.01875,0.9508033088235294,5466
E 13 St & Avenue A,3288.0,11.070772506082724,0.8744951338199514,3363
E 132 St & Madison Ave,806.0,11.952315963606287,0.9571091811414392,805
E 133 St & Cypress Pl,105.0,15.395238095238096,1.303142857142857,105
E 134 St & Walnut Ave,22.0,12.107575757575757,1.3481818181818181,24
E 135 St & St Ann's Ave,237.0,16.71195499296765,1.0952742616033755,236
E 138 St & 5 Av,639.0,13.960511215440793,0.9509546165884194,644
E 138 St & Cypress Ave,545.0,13.790703363914373,1.082880733944954,561
E 138 St & Grand Concourse,216.0,11.317515432098766,0.7975925925925926,212
E 138 St & Park Ave,486.0,9.58827160493827,0.7740534979423869,490
E 138 St & Willow Ave,208.0,13.975560897435896,1.2453846153846155,211
E 14 St & 1 Ave,4986.0,10.734446450060167,0.9002326514239872,5007
E 14 St & Avenue B,4390.0,11.147589217919514,0.9066970387243736,4406
E 141 St & Jackson Ave,190.0,14.519298245614035,1.103421052631579,192
E 141 St & St Ann's Ave,328.0,13.464430894308942,0.857530487804878,338
E 142 St & 3 Ave,1067.0,15.610340518587941,0.7171602624179945,1103
E 144 St & Brook Ave,355.0,12.45394366197183,0.8146478873239437,353
E 147 St & Bergen Ave,519.0,13.508606294155427,0.8828709055876686,515
E 149 St & Eagle Ave,418.0,12.021291866028708,0.7823444976076555,401
E 149 St & Jackson Ave,432.0,11.97619598765432,0.8019444444444445,444
E 149 St & Morris Ave,728.0,15.275274725274725,0.8991758241758242,739
E 149 St & Park Ave,558.0,15.78500597371565,0.9303225806451613,569
E 15 St & 3 Ave,4598.0,10.982811367261128,0.8980143540669856,4638
E 150 St & Gerard Ave,286.0,13.35472027972028,0.9833216783216784,284
E 153 St & E 157 St,614.0,16.64739413680782,0.7754397394136808,615
